Date,Value (P),
2/3/12 0:00,178368.25,
2/6/12 0:00,178131.8,
2/7/12 0:00,178643.5,
2/8/12 0:00,179204.1,
2/9/12 0:00,179417.9,
2/10/12 0:00,178045.95,
2/13/12 0:00,179386.65,
2/14/12 0:00,179119.4,
2/15/12 0:00,178340,
2/16/12 0:00,180245.4,
2/17/12 0:00,180698.35,
2/20/12 0:00,180698.35,
2/21/12 0:00,180840.3,
2/22/12 0:00,180264.7,
2/23/12 0:00,181072.4,
2/24/12 0:00,181383.85,
2/27/12 0:00,181701,
2/28/12 0:00,182294.3,
2/29/12 0:00,181343.5,
3/1/12 0:00,182580.85,
3/2/12 0:00,182114.25,
3/5/12 0:00,181240.25,
3/6/12 0:00,178282.75,
3/7/12 0:00,179620.1,
3/8/12 0:00,181387.05,
3/9/12 0:00,182076.65,
3/12/12 0:00,181991.9,
3/13/12 0:00,185337.7,
3/14/12 0:00,185056.9,
3/15/12 0:00,186126.5,
3/16/12 0:00,186378.15,
3/19/12 0:00,187078.3,
3/20/12 0:00,186422.85,
3/21/12 0:00,186102.9,
3/22/12 0:00,184713.05,
3/23/12 0:00,185458,
3/26/12 0:00,187136.75,
3/27/12 0:00,186617.25,
3/28/12 0:00,185679.3,
3/29/12 0:00,185277.75,
3/30/12 0:00,185938.15,
4/2/12 0:00,187410,
4/3/12 0:00,186651.3,
4/4/12 0:00,184617.2,
4/5/12 0:00,184643.05,
4/6/12 0:00,184643.05,
4/9/12 0:00,182545.15,
4/10/12 0:00,179521.45,
4/11/12 0:00,180888.05,
4/12/12 0:00,183461.1,
4/13/12 0:00,181225.55,
4/16/12 0:00,181032.9,
4/17/12 0:00,183711.75,
4/18/12 0:00,183098.35,
4/19/12 0:00,182028.9,
4/20/12 0:00,182234.95,
4/23/12 0:00,180692.35,
4/24/12 0:00,181367.85,
4/25/12 0:00,183828,
4/26/12 0:00,185048.35,
4/27/12 0:00,185382.55,
4/30/12 0:00,184521.8,
5/1/12 0:00,185704.05,
5/2/12 0:00,185291.45,
5/3/12 0:00,216840.7,
5/4/12 0:00,213301.4,
5/7/12 0:00,213472.6,
5/8/12 0:00,212218.45,
5/9/12 0:00,210579.7,
5/10/12 0:00,211225.55,
5/11/12 0:00,210344.25,
5/14/12 0:00,207752.1,
5/15/12 0:00,206272.35,
5/16/12 0:00,205218.2,
5/17/12 0:00,202251.55,
5/18/12 0:00,200640.95,
5/21/12 0:00,204070.05,
5/22/12 0:00,204179.15,
5/23/12 0:00,204007.5,
5/24/12 0:00,203940.8,
5/25/12 0:00,203514.15,
5/28/12 0:00,203514.15,
5/29/12 0:00,206081.25,
5/30/12 0:00,202832.55,
5/31/12 0:00,202554.55,
6/1/12 0:00,197741.4,
6/4/12 0:00,197744.05,
6/5/12 0:00,198867.85,
6/6/12 0:00,203700.1,
6/7/12 0:00,203969.6,
6/8/12 0:00,204846.6,
6/11/12 0:00,203349.9,
6/12/12 0:00,205140.15,
6/13/12 0:00,203711.45,
6/14/12 0:00,205730.75,
6/15/12 0:00,207784.5,
6/18/12 0:00,208250.85,
6/19/12 0:00,209872.95,
6/20/12 0:00,209565.45,
6/21/12 0:00,204055.2,
6/22/12 0:00,205525.55,
6/25/12 0:00,202020.15,
6/26/12 0:00,203161.2,
6/27/12 0:00,205009.9,
6/28/12 0:00,204588.8,
6/29/12 0:00,210167.95,
7/2/12 0:00,210780.75,
7/3/12 0:00,212444.05,
7/4/12 0:00,212444.05,
7/5/12 0:00,211158.45,
7/6/12 0:00,208990.2,
7/9/12 0:00,208671.45,
7/10/12 0:00,206941.45,
7/11/12 0:00,207088.35,
7/12/12 0:00,205908.05,
7/13/12 0:00,209315.15,
7/16/12 0:00,208879.95,
7/17/12 0:00,210303.55,
7/18/12 0:00,211849.55,
7/19/12 0:00,212568.85,
7/20/12 0:00,210231.15,
7/23/12 0:00,207745.2,
7/24/12 0:00,206067.75,
7/25/12 0:00,206151.4,
7/26/12 0:00,209886.1,
7/27/12 0:00,214065.85,
7/30/12 0:00,213928.5,
7/31/12 0:00,212839.2,
8/1/12 0:00,212386.35,
8/2/12 0:00,210641.7,
8/3/12 0:00,215128.15,
8/6/12 0:00,215783.25,
8/7/12 0:00,216928.5,
8/8/12 0:00,217235,
8/9/12 0:00,217430.3,
8/10/12 0:00,217717.75,
8/13/12 0:00,217462.25,
8/14/12 0:00,217596.75,
8/15/12 0:00,217708.25,
8/16/12 0:00,219366.2,
8/17/12 0:00,219657.7,
8/20/12 0:00,219627.75,
8/21/12 0:00,219142.45,
8/22/12 0:00,219155.1,
8/23/12 0:00,217356.35,
8/24/12 0:00,218489.2,
8/27/12 0:00,218290.7,
8/28/12 0:00,218005.1,
8/29/12 0:00,218094.15,
8/30/12 0:00,216299.55,
8/31/12 0:00,217679.8,
9/3/12 0:00,217679.8,
9/4/12 0:00,216659,
9/5/12 0:00,216822.15,
9/6/12 0:00,221336.95,
9/7/12 0:00,222795,
9/10/12 0:00,221289.75,
9/11/12 0:00,222246,
9/12/12 0:00,223163.75,
9/13/12 0:00,226865.2,
9/14/12 0:00,228120.7,
9/17/12 0:00,227211.2,
9/18/12 0:00,226902.7,
9/19/12 0:00,227149,
9/20/12 0:00,226766.65,
9/21/12 0:00,226639.4,
9/24/12 0:00,226331.35,
9/25/12 0:00,223085.2,
9/26/12 0:00,221702.6,
9/27/12 0:00,223921.85,
9/28/12 0:00,222180.55,
10/1/12 0:00,223169.5,
10/2/12 0:00,223543.15,
10/3/12 0:00,224038.2,
10/4/12 0:00,225885.2,
10/5/12 0:00,225789.8,
10/8/12 0:00,224795.85,
10/9/12 0:00,222600.65,
10/10/12 0:00,221220.7,
10/11/12 0:00,221603.2,
10/12/12 0:00,220783,
10/15/12 0:00,222622.8,
10/16/12 0:00,225169.8,
10/17/12 0:00,226273.7,
10/18/12 0:00,225683.2,
10/19/12 0:00,221895.6,
10/22/12 0:00,222418.85,
10/23/12 0:00,219019.2,
10/24/12 0:00,218546.25,
10/25/12 0:00,219432.75,
10/26/12 0:00,219141.85,
10/29/12 0:00,219141.85,
10/30/12 0:00,219141.85,
10/31/12 0:00,218579.4,
11/1/12 0:00,221533.8,
11/2/12 0:00,219459.7,
11/5/12 0:00,219898.85,
11/6/12 0:00,221608.95,
11/7/12 0:00,216886.75,
11/8/12 0:00,214396.4,
11/9/12 0:00,214385.25,
11/12/12 0:00,214735.2,
11/13/12 0:00,213852.95,
11/14/12 0:00,211168.05,
11/15/12 0:00,210837.6,
11/16/12 0:00,211578.75,
11/19/12 0:00,215943.7,
11/20/12 0:00,216086.95,
11/21/12 0:00,216452.05,
11/22/12 0:00,216452.05,
11/23/12 0:00,219394.85,
11/26/12 0:00,219304.45,
11/27/12 0:00,217981.6,
11/28/12 0:00,219646.95,
11/29/12 0:00,220862.15,
11/30/12 0:00,220687.3,
12/3/12 0:00,219999.2,
12/4/12 0:00,219844.25,
12/5/12 0:00,220342.15,
12/6/12 0:00,221098.1,
12/7/12 0:00,221692.2,
12/10/12 0:00,222009.5,
12/11/12 0:00,223245.75,
12/12/12 0:00,223716.05,
12/13/12 0:00,222457.45,
12/14/12 0:00,222009.25,
12/17/12 0:00,233850.09,
12/18/12 0:00,235929.68,
12/19/12 0:00,233512,
12/20/12 0:00,234870.72,
12/21/12 0:00,232724.36,
12/24/12 0:00,232030.25,
12/25/12 0:00,232030.25,
12/26/12 0:00,231273.15,
12/27/12 0:00,231226.56,
12/28/12 0:00,228919.9,
12/31/12 0:00,232669.23,
1/1/13 0:00,232669.23,
1/2/13 0:00,238295.59,
1/3/13 0:00,237421.33,
1/4/13 0:00,238535.27,
1/7/13 0:00,237625.54,
1/8/13 0:00,236698.76,
1/9/13 0:00,237544.42,
1/10/13 0:00,239511.3,
1/11/13 0:00,239609.87,
1/14/13 0:00,239497.74,
1/15/13 0:00,239375.33,
1/16/13 0:00,239210.56,
1/17/13 0:00,240837.27,
1/18/13 0:00,241352.38,
1/21/13 0:00,241352.38,
1/22/13 0:00,242291.07,
1/23/13 0:00,242521.25,
1/24/13 0:00,242706.92,
1/25/13 0:00,243958.667,
1/28/13 0:00,243688.56,
1/29/13 0:00,244815.31,
1/30/13 0:00,244022.53,
1/31/13 0:00,243309.98,
2/1/13 0:00,245770,
2/4/13 0:00,242692.61,
2/5/13 0:00,244641.17,
2/6/13 0:00,244851.24,
2/7/13 0:00,244227.36,
2/8/13 0:00,245477.44,
2/11/13 0:00,245352.21,
2/12/13 0:00,245984.07,
2/13/13 0:00,246361.69,
2/14/13 0:00,246307.92,
2/15/13 0:00,245999.42,
2/18/13 0:00,245999.42,
2/19/13 0:00,247695.42,
2/20/13 0:00,244640.69,
2/21/13 0:00,242800.48,
2/22/13 0:00,245166.08,
2/25/13 0:00,240545.25,
2/26/13 0:00,242118.85,
2/27/13 0:00,245075.75,
2/28/13 0:00,244791.17,
3/1/13 0:00,245325.54,
3/4/13 0:00,246164.68,
3/5/13 0:00,248410.46,
3/6/13 0:00,249052.86,
3/7/13 0:00,249626.447,
3/8/13 0:00,250608.2,
3/11/13 0:00,251243.68,
3/12/13 0:00,250523.21,
3/13/13 0:00,250490.6,
3/14/13 0:00,252027.85,
3/15/13 0:00,251718.82,
3/18/13 0:00,249955.37,
3/19/13 0:00,249385.13,
3/20/13 0:00,251026.44,
3/21/13 0:00,248874.61,
3/22/13 0:00,250679.45,
3/25/13 0:00,248684.35,
3/26/13 0:00,250558.32,
3/27/13 0:00,250374.24,
3/28/13 0:00,251030.8,
3/29/13 0:00,251030.8,
4/1/13 0:00,249878.8,
4/2/13 0:00,251091.5,
4/3/13 0:00,248802.26,
4/4/13 0:00,249724.18,
4/5/13 0:00,248655.41,
4/8/13 0:00,249892.26,
4/9/13 0:00,251043.27,
4/10/13 0:00,254202.55,
4/11/13 0:00,255014.53,
4/12/13 0:00,254188.91,
4/15/13 0:00,248445.31,
4/16/13 0:00,252052.44,
4/17/13 0:00,248010.51,
4/18/13 0:00,246827.91,
4/19/13 0:00,248910.14,
4/22/13 0:00,250095.53,
4/23/13 0:00,252557.54,
4/24/13 0:00,253172.82,
4/25/13 0:00,254464.4,
4/26/13 0:00,253953.58,
4/29/13 0:00,255931.43,
4/30/13 0:00,256562.1,
5/1/13 0:00,254519.34,
5/2/13 0:00,256609.71,
5/3/13 0:00,259082.05,
5/6/13 0:00,259613.83,
5/7/13 0:00,260994.14,
5/8/13 0:00,262501.06,
5/9/13 0:00,261552.56,
5/10/13 0:00,262136.45,
5/13/13 0:00,262142.19,
5/14/13 0:00,264478.66,
5/15/13 0:00,265584.55,
5/16/13 0:00,264308.54,
5/17/13 0:00,266675.52,
5/20/13 0:00,266996.56,
5/21/13 0:00,267284.91,
5/22/13 0:00,265184.51,
5/23/13 0:00,263961.03,
5/24/13 0:00,263461.09,
5/27/13 0:00,263461.09,
5/28/13 0:00,264960.72,
5/29/13 0:00,262909.25,
5/30/13 0:00,263917.96,
5/31/13 0:00,259727.78,
6/3/13 0:00,261410.72,
6/4/13 0:00,260173.47,
6/5/13 0:00,256300.44,
6/6/13 0:00,258420.97,
6/7/13 0:00,261341.97,
6/10/13 0:00,261179.13,
6/11/13 0:00,258406.12,
6/12/13 0:00,256463.733,
6/13/13 0:00,260335.58,
6/14/13 0:00,258255.36,
6/17/13 0:00,260742.03,
6/18/13 0:00,262465.99,
6/19/13 0:00,258518.15,
6/20/13 0:00,251229.14,
6/21/13 0:00,252080.67,
6/24/13 0:00,248510.85,
6/25/13 0:00,251242.18,
6/26/13 0:00,252606.86,
6/27/13 0:00,253550.59,
6/28/13 0:00,252360.45,
7/1/13 0:00,254121.81,
7/2/13 0:00,253396.58,
7/3/13 0:00,253523.21,
7/4/13 0:00,253523.21,
7/5/13 0:00,255742.9,
7/8/13 0:00,257152.64,
7/9/13 0:00,258989.22,
7/10/13 0:00,259155.42,
7/11/13 0:00,263858.66,
7/12/13 0:00,263346.43,
7/15/13 0:00,264701.04,
7/16/13 0:00,263798.13,
7/17/13 0:00,264459.76,
